,cms_Unnamed: 0,cms_id,cms_address,cms_city,cms_location,cms_county_name,cms_emergency_services,cms_geocode_accuracy,cms_geocode_flag,cms_hospital_name,cms_hospital_ownership,cms_hospital_type,cms_lat,cms_lng,cms_phone_number,cms_state,cms_COUNTYFP,cms_COUNTYNS,cms_url,cms_zip_code,cms_provider_id_int,cms_provider_id_raw,cms_RPT_REC_NUM,cms_icu_beds,cms_burn_beds,cms_surg_icu_beds,cms_coronary_beds,cms_acute_beds,cms_total_med_beds,cms_subprovider_ipf_beds,cms_subprovider_irf_beds,cms_subprovider_oth_beds,cms_skilled_nursing_beds,cms_nursing_fac_beds,cms_oth_longterm_beds,cms_hospice_beds,cms_all_beds,cms_geometry,cms_index_right,cms_STATEFP,cms_GEOID,cms_NAME,cms_NAMELSAD,cms_cnty_fips,cms_full_addy,cms_name_fips,hifld_X,hifld_Y,hifld_OBJECTID,hifld_ID,hifld_NAME,hifld_ADDRESS,hifld_CITY,hifld_STATE,hifld_ZIP,hifld_ZIP4,hifld_TELEPHONE,hifld_TYPE,hifld_STATUS,hifld_POPULATION,hifld_COUNTY,hifld_COUNTYFIPS,hifld_COUNTRY,hifld_LATITUDE,hifld_LONGITUDE,hifld_NAICS_CODE,hifld_NAICS_DESC,hifld_SOURCE,hifld_SOURCEDATE,hifld_VAL_METHOD,hifld_VAL_DATE,hifld_WEBSITE,hifld_STATE_ID,hifld_ALT_NAME,hifld_ST_FIPS,hifld_OWNER,hifld_TTL_STAFF,hifld_BEDS,hifld_TRAUMA,hifld_HELIPAD,hifld_full_addy,hifld_name_fips
263,389.0,18073.0,2601 E CHAPMAN AVE,ORANGE,,ORANGE,True,,0.0,CHAPMAN GLOBAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,33.787878000000006,-117.827058,(714) 633-0011,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-d6nk-icx9_sprw,92869.0,50745.0,50745,656258.0,12.0,,,,63.0,75.0,12.0,,,27.0,,,,114.0,POINT (-117.827058 33.78787800000001),2552.0,6.0,6059.0,Orange,Orange County,6059.0,2601 EAST CHAPMAN AVE ORANGE CA,CHAPMAN GLOBAL MEDICAL CENTER - 06059,-117.82641315599993,33.78861494300003,949.0,5992669.0,CHAPMAN MEDICAL CENTER,2601 EAST CHAPMAN AVENUE,ORANGE,CA,92669.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,114.0,ORANGE,06059,USA,33.788614943,-117.826413156,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.chapmanmedicalcenter.com,NOT AVAILABLE,NOT AVAILABLE,6.0,PROPRIETARY,-999.0,114.0,NOT AVAILABLE,N,2601 EAST CHAPMAN AVE ORANGE CA,CHAPMAN MEDICAL CENTER - 06059
265,482.0,16527.0,17772 BEACH BLVD,HUNTINGTON BEACH,,ORANGE,True,,0.0,HUNTINGTON BEACH HOSPITAL,Proprietary,Acute Care Hospitals,33.703889000000004,-117.989065,(714) 843-5000,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-ufwb~2vgs.c5sz,92647.0,50526.0,50526,655253.0,12.0,,,,70.0,82.0,49.0,,,,,,,131.0,POINT (-117.989065 33.703889),2552.0,6.0,6059.0,Orange,Orange County,6059.0,17772 BEACH BLVD HUNTINGTON BEACH CA,HUNTINGTON BEACH HOSPITAL - 06059,-117.98785846099995,33.703312420000024,4676.0,17392647.0,HUNTINGTON BEACH HOSPITAL,17772 BEACH BOULEVARD,HUNTINGTON BEACH,CA,92647.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,131.0,ORANGE,06059,USA,33.70331242,-117.987858461,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.hbhospital.com,NOT AVAILABLE,NOT AVAILABLE,6.0,PROPRIETARY,-999.0,131.0,NOT AVAILABLE,N,17772 BEACH BLVD HUNTINGTON BEACH CA,HUNTINGTON BEACH HOSPITAL - 06059
266,567.0,19351.0,1025 S ANAHEIM BLVD,ANAHEIM,,ORANGE,False,,0.0,ANAHEIM GLOBAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,33.820566,-117.909002,(714) 533-6220,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-nd9d.35tv~sptu,92805.0,50744.0,50744,658161.0,22.0,,,,81.0,103.0,80.0,,,,,,,183.0,POINT (-117.909002 33.820566),2552.0,6.0,6059.0,Orange,Orange County,6059.0,1025 SOUTH ANAHEIM BLVD ANAHEIM CA,ANAHEIM GLOBAL MEDICAL CENTER - 06059,-117.90935522499996,33.81973326000008,4581.0,52892805.0,ANAHEIM GLOBAL MEDICAL CENTER,1025 SOUTH ANAHEIM BLVD.,ANAHEIM,CA,92805.0,NOT AVAILABLE,(714) 533-6220,GENERAL ACUTE CARE,OPEN,189.0,ORANGE,06059,USA,33.8197332600001,-117.909355225,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.anaheim-gmc.com/,NOT AVAILABLE,WESTERN MEDICAL ANAHEIM,6.0,PROPRIETARY,-999.0,189.0,NOT AVAILABLE,N,1025 SOUTH ANAHEIM BLVD ANAHEIM CA,ANAHEIM GLOBAL MEDICAL CENTER - 06059
267,570.0,19492.0,7901 WALKER STREET,LA PALMA,,ORANGE,False,,0.0,LA PALMA INTERCOMMUNITY HOSPITAL,Proprietary,Acute Care Hospitals,33.847584999999995,-118.03725,(714) 670-7400,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-7hns.pdsb~bh8u,90623.0,50580.0,50580,656410.0,8.0,,,,123.0,131.0,10.0,,,,,,,141.0,POINT (-118.03725 33.847585),2552.0,6.0,6059.0,Orange,Orange County,6059.0,7901 WALKER ST LA PALMA CA,LA PALMA INTERCOMMUNITY HOSPITAL - 06059,-118.03830233199993,33.847514181000065,104.0,24690623.0,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,141.0,ORANGE,06059,USA,33.8475141810001,-118.038302332,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.lapalmaintercommunityhospital.com,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,141.0,NOT AVAILABLE,Y,7901 WALKER ST LA PALMA CA,LA PALMA INTERCOMMUNITY HOSPITAL - 06059
269,1186.0,16968.0,17100 EUCLID STREET,FOUNTAIN VALLEY,,ORANGE,True,,0.0,FOUNTAIN VALLEY REGIONAL HOSPITAL  MEDICAL CENTER,Proprietary,Acute Care Hospitals,33.715435,-117.937012,(714) 966-7200,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-tpzf_iuv9-ahdh,92708.0,50570.0,50570,656049.0,36.0,,,,341.0,400.0,,,,,,,,400.0,POINT (-117.937012 33.715435),2552.0,6.0,6059.0,Orange,Orange County,6059.0,17100 EUCLID ST FOUNTAIN VALLEY CA,FOUNTAIN VALLEY REGIONAL HOSPITAL  MEDICAL CENTER - 06059,-117.93596950999992,33.71493477200004,950.0,13392708.0,FOUNTAIN VALLEY RGNL HOSP AND MED CTR  EUCLID,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,293.0,ORANGE,06059,USA,33.714934772,-117.93596951,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.fountainvalleyhospital.com,NOT AVAILABLE,NOT AVAILABLE,6.0,PROPRIETARY,-999.0,293.0,NOT AVAILABLE,Y,17100 EUCLID ST FOUNTAIN VALLEY CA,FOUNTAIN VALLEY RGNL HOSP AND MED CTR  EUCLID - 06059
270,1410.0,16588.0,301 VICTORIA STREET,COSTA MESA,,ORANGE,False,,0.0,COLLEGE HOSPITAL COSTA MESA,Proprietary,Acute Care Hospitals,33.652605,-117.911965,(949) 642-2734,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-3tfg-v7t4-p88q,92627.0,50543.0,50543,656409.0,,,,,122.0,122.0,,,,,,,,122.0,POINT (-117.911965 33.652605),2552.0,6.0,6059.0,Orange,Orange County,6059.0,301 VICTORIA ST COSTA MESA CA,COLLEGE HOSPITAL COSTA MESA - 06059,-117.91185210599994,33.651854544000045,4578.0,7792627.0,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,COSTA MESA,CA,92627.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,122.0,ORANGE,06059,USA,33.6518545440001,-117.911852106,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.collegehospitals.com/cosHome,NOT AVAILABLE,NOT AVAILABLE,6.0,PROPRIETARY,-999.0,122.0,NOT AVAILABLE,N,301 VICTORIA ST COSTA MESA CA,COLLEGE HOSPITAL COSTA MESA - 06059
271,1631.0,20181.0,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,,ORANGE,True,,0.0,MEMORIALCARE SADDLEBACK MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,33.607762,-117.708258,(949) 837-4500,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-g7nw-ucu9.kxj9,92653.0,50603.0,50603,657685.0,31.0,,,,202.0,252.0,,,,,,,,252.0,POINT (-117.708258 33.607762),2552.0,6.0,6059.0,Orange,Orange County,6059.0,24451 HEALTH CENTER DR LAGUNA HILLS CA,MEMORIALCARE SADDLEBACK MEDICAL CENTER - 06059,-117.70912815799994,33.60897584600008,4870.0,38392653.0,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,252.0,ORANGE,06059,USA,33.6089758460001,-117.709128158,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.memorialcare.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,252.0,NOT AVAILABLE,Y,24451 HEALTH CENTER DR LAGUNA HILLS CA,SADDLEBACK MEMORIAL MEDICAL CENTER - 06059
272,1679.0,17844.0,1001 NORTH TUSTIN AVENUE,SANTA ANA,,ORANGE,True,,0.0,ORANGE COUNTY GLOBAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,33.753636,-117.834209,(714) 953-3610,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-28hr-uc2x~4s2a,92705.0,50746.0,50746,660777.0,42.0,7.0,,,163.0,228.0,,,,,,,,228.0,POINT (-117.834209 33.753636),2552.0,6.0,6059.0,Orange,Orange County,6059.0,1001 NORTH TUSTIN AVE SANTA ANA CA,ORANGE COUNTY GLOBAL MEDICAL CENTER - 06059,-117.83342281899996,33.75438381400005,4678.0,52792705.0,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,282.0,ORANGE,06059,USA,33.7543838140001,-117.83342281899999,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.westernmedicalcenter.com,NOT AVAILABLE,WESTERN MEDICAL CENTER SANTA ANA,6.0,PROPRIETARY,-999.0,282.0,LEVEL II,Y,1001 NORTH TUSTIN AVE SANTA ANA CA,ORANGE COUNTY GLOBAL MEDICAL CENTER - 06059
273,1844.0,19587.0,16250 SAND CANYON AVENUE,IRVINE,,ORANGE,False,,0.0,HOAG ORTHOPEDIC INSTITUTE,Proprietary,Acute Care Hospitals,33.66095,-117.774478,(949) 727-5000,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-8yce-xtda-ztrz,92618.0,50769.0,50769,658169.0,,,,,70.0,70.0,,,,,,,,70.0,POINT (-117.774478 33.66095),2552.0,6.0,6059.0,Orange,Orange County,6059.0,16250 SAND CANYON AVE IRVINE CA,HOAG ORTHOPEDIC INSTITUTE - 06059,-117.77320644299999,33.66039694400007,2737.0,16992618.0,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,70.0,ORANGE,06059,USA,33.6603969440001,-117.77320644299999,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.hoag.org/Locations/Pages/HoagHospOrthoInstitute.aspx,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,70.0,NOT AVAILABLE,N,16250 SAND CANYON AVE IRVINE CA,HOAG ORTHOPEDIC INSTITUTE - 06059
274,2048.0,16808.0,1111 W LA PALMA AVENUE,ANAHEIM,,ORANGE,True,,0.0,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,33.847138,-117.933934,(714) 774-1450,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-r3zf-f22h~mx8e,92801.0,50226.0,50226,660758.0,32.0,,,,180.0,223.0,,,,,,,,223.0,POINT (-117.933934 33.847138),2552.0,6.0,6059.0,Orange,Orange County,6059.0,1111 WEST LA PALMA AVE ANAHEIM CA,AHMC ANAHEIM REGIONAL MEDICAL CENTER - 06059,-117.93444769399996,33.848153793000044,4866.0,392801.0,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 WEST LA PALMA AVENUE,ANAHEIM,CA,92801.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,223.0,ORANGE,06059,USA,33.8481537930001,-117.934447694,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.anaheimregionalmc.com,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,223.0,NOT AVAILABLE,N,1111 WEST LA PALMA AVE ANAHEIM CA,AHMC ANAHEIM REGIONAL MEDICAL CENTER - 06059
275,2374.0,19463.0,3033 W ORANGE AVENUE,ANAHEIM,,ORANGE,True,,0.0,WEST ANAHEIM MEDICAL CENTER,Proprietary,Acute Care Hospitals,33.824735,-117.99511499999998,(714) 827-3000,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-8kya.7e8a~kd8g,92804.0,50426.0,50426,656241.0,20.0,,,,147.0,167.0,30.0,,,22.0,,,,219.0,POINT (-117.995115 33.824735),2552.0,6.0,6059.0,Orange,Orange County,6059.0,3033 WEST ORANGE AVE ANAHEIM CA,WEST ANAHEIM MEDICAL CENTER - 06059,-117.99507363199993,33.82538521400005,1026.0,52592804.0,WEST ANAHEIM MEDICAL CENTER,3033 WEST ORANGE AVENUE,ANAHEIM,CA,92804.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,219.0,ORANGE,06059,USA,33.8253852140001,-117.99507363200001,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.westanaheimmedctr.com/,NOT AVAILABLE,NOT AVAILABLE,6.0,PROPRIETARY,-999.0,219.0,NOT AVAILABLE,N,3033 WEST ORANGE AVE ANAHEIM CA,WEST ANAHEIM MEDICAL CENTER - 06059
276,2866.0,18040.0,1201 W LA VETA AVE,ORANGE,,ORANGE,False,,0.0,CHILDREN S HOSPITAL OF ORANGE COUNTY,Voluntary non-profit - Other,Childrens,33.78033,-117.86496,(714) 997-3000,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-tabq.iupn-ad4g,92868.0,53304.0,53304,639199.0,24.0,,,,176.0,334.0,,,,,,,,334.0,POINT (-117.86496 33.78033),2552.0,6.0,6059.0,Orange,Orange County,6059.0,1201 WEST LA VETA AVE ORANGE CA,CHILDREN S HOSPITAL OF ORANGE COUNTY - 06059,-117.86577646099995,33.780810134000035,4950.0,70892868.0,CHILDREN S HOSPITAL OF ORANGE COUNTY,1201 WEST LA VETA AVENUE,ORANGE,CA,92868.0,NOT AVAILABLE,(714) 997-3000,CHILDREN,OPEN,279.0,ORANGE,06059,USA,33.780810134,-117.86577646100001,622110.0,"CHILDREN'S HOSPITALS, GENERAL",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2015-01-13T00:00:00.000Z,http://www.choc.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,279.0,NOT AVAILABLE,Y,1201 WEST LA VETA AVE ORANGE CA,CHILDREN S HOSPITAL OF ORANGE COUNTY - 06059
277,3167.0,20000.0,ONE HOAG DRIVE,NEWPORT BEACH,,ORANGE,True,ROOFTOP,1.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Voluntary non-profit - Private,Acute Care Hospitals,33.625060999999995,-117.9304162,(949) 764-4624,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-bppk_tnhd_ksbx,92663.0,50224.0,50224,656394.0,43.0,,,12.0,451.0,527.0,,,,,,,,527.0,POINT (-117.9304162 33.625061),2552.0,6.0,6059.0,Orange,Orange County,6059.0,ONE HOAG DR NEWPORT BEACH CA,HOAG MEMORIAL HOSPITAL PRESBYTERIAN - 06059,-117.92930200499997,33.62447111500007,1960.0,16892663.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,443.0,ORANGE,06059,USA,33.6244711150001,-117.929302005,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.hoag.org/Pages/Home.aspx,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,443.0,NOT AVAILABLE,Y,ONE HOAG DR NEWPORT BEACH CA,HOAG MEMORIAL HOSPITAL PRESBYTERIAN - 06059
278,3448.0,17429.0,2501 HARBOR BOULEVARD,COSTA MESA,,ORANGE,False,,0.0,FAIRVIEW DEVELOPMENTAL CENTER,Government - Local,Acute Care Hospitals,33.664912,-117.919267,(714) 957-5000,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-gyrb-ji8k_8vsj,92626.0,50548.0,50548,638176.0,,,,,30.0,30.0,,,,,,1151.0,,1181.0,POINT (-117.919267 33.664912),2552.0,6.0,6059.0,Orange,Orange County,6059.0,2501 HARBOR BLVD COSTA MESA CA,FAIRVIEW DEVELOPMENTAL CENTER - 06059,-117.92280305599995,33.66344420600006,7543.0,12892626.0,FAIRVIEW DEVELOPMENTAL CENTER,2501 HARBOR BOULEVARD,COSTA MESA,CA,92626.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,1218.0,ORANGE,06059,USA,33.6634442060001,-117.922803056,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.dds.ca.gov/Fairview/Index.cfm,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - STATE,-999.0,1218.0,NOT AVAILABLE,N,2501 HARBOR BLVD COSTA MESA CA,FAIRVIEW DEVELOPMENTAL CENTER - 06059
279,3899.0,18435.0,3440 E LA PALMA AVE,ANAHEIM,,ORANGE,True,,0.0,KAISER FOUNDATION HOSPITAL  ORANGE COUNTY  ANAHE,Voluntary non-profit - Private,Acute Care Hospitals,33.854440999999994,-117.84411,(714) 279-4000,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-s64m_nvmk-fqx3,92806.0,50609.0,50609,658151.0,60.0,,,,349.0,435.0,,,,,,,,435.0,POINT (-117.84411 33.85444099999999),2552.0,6.0,6059.0,Orange,Orange County,6059.0,3440 EAST LA PALMA AVE ANAHEIM CA,KAISER FOUNDATION HOSPITAL  ORANGE COUNTY  ANAHE - 06059,-117.84419453799995,33.85198788100007,2791.0,73892806.0,KAISER FND HOSP  ORANGE COUNTY  ANAHEIM,3440 E LA PALMA AVE,ANAHEIM,CA,92806.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,262.0,ORANGE,06059,USA,33.8519878810001,-117.844194538,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2015-01-16T00:00:00.000Z,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,262.0,NOT AVAILABLE,Y,3440 EAST LA PALMA AVE ANAHEIM CA,KAISER FND HOSP  ORANGE COUNTY  ANAHEIM - 06059
280,3941.0,20285.0,1301 N ROSE DRIVE,PLACENTIA,,ORANGE,True,,0.0,PLACENTIA LINDA HOSPITAL,Proprietary,Acute Care Hospitals,33.886612,-117.842096,(714) 993-2000,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-rjmd~3mmi-4rkc,92870.0,50589.0,50589,656050.0,8.0,,,,106.0,114.0,,,,,,,,114.0,POINT (-117.842096 33.886612),2552.0,6.0,6059.0,Orange,Orange County,6059.0,1301 NORTH ROSE DR PLACENTIA CA,PLACENTIA LINDA HOSPITAL - 06059,-117.84320482599995,33.88705174500005,4677.0,35092670.0,PLACENTIA LINDA HOSPITAL,1301 NORTH ROSE DRIVE,PLACENTIA,CA,92670.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,114.0,ORANGE,06059,USA,33.8870517450001,-117.843204826,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.placentialinda.com,NOT AVAILABLE,NOT AVAILABLE,6.0,PROPRIETARY,-999.0,114.0,NOT AVAILABLE,N,1301 NORTH ROSE DR PLACENTIA CA,PLACENTIA LINDA HOSPITAL - 06059
281,4192.0,19602.0,3751 KATELLA AVENUE,LOS ALAMITOS,,ORANGE,True,,0.0,LOS ALAMITOS MEDICAL CENTER,Proprietary,Acute Care Hospitals,33.803175,-118.067413,(562) 799-3220,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-gwxq.xhzq.wq3h,90720.0,50551.0,50551,656602.0,17.0,,,,129.0,146.0,,,,,,,,146.0,POINT (-118.067413 33.803175),2552.0,6.0,6059.0,Orange,Orange County,6059.0,3751 KATELLA AVE LOS ALAMITOS CA,LOS ALAMITOS MEDICAL CENTER - 06059,-118.06714975899996,33.80441349300002,2631.0,26490720.0,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,167.0,ORANGE,06059,USA,33.804413493,-118.067149759,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.losalamitosmedctr.com,NOT AVAILABLE,NOT AVAILABLE,6.0,PROPRIETARY,-999.0,167.0,NOT AVAILABLE,N,3751 KATELLA AVE LOS ALAMITOS CA,LOS ALAMITOS MEDICAL CENTER - 06059
282,4264.0,16779.0,14662 NEWPORT AVE,TUSTIN,,ORANGE,False,,0.0,FOOTHILL REGIONAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,33.730773,-117.829485,(714) 619-7700,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-sm2c.wjav~dxth,92780.0,50780.0,50780,658173.0,15.0,,,,120.0,135.0,,,,42.0,,,,177.0,POINT (-117.829485 33.730773),2552.0,6.0,6059.0,Orange,Orange County,6059.0,14662 NEWPORT AVE TUSTIN CA,FOOTHILL REGIONAL MEDICAL CENTER - 06059,-117.82857161099994,33.73025665600005,2632.0,31592680.0,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVENUE,TUSTIN,CA,92680.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,177.0,ORANGE,06059,USA,33.7302566560001,-117.828571611,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://newportspecialtyhospital.com/,NOT AVAILABLE,NEWPORT SPECIALTY HOSPITAL,6.0,PROPRIETARY,-999.0,177.0,NOT AVAILABLE,N,14662 NEWPORT AVE TUSTIN CA,FOOTHILL REGIONAL MEDICAL CENTER - 06059
283,4403.0,15880.0,101 E VALENCIA MESA DRIVE,FULLERTON,,ORANGE,True,,0.0,ST JUDE MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,33.893503,-117.927952,(714) 992-3000,CA,59.0,277294.0,https://data.medicare.gov/resource/xubh-q36u/row-fxj7-vaud_psma,92835.0,50168.0,50168,662324.0,51.0,,,,225.0,290.0,,30.0,,,,,,320.0,POINT (-117.927952 33.893503),2552.0,6.0,6059.0,Orange,Orange County,6059.0,101 EAST VALENCIA MESA DR FULLERTON CA,ST JUDE MEDICAL CENTER - 06059,-117.92746269399996,33.893548348000024,1073.0,46192835.0,ST JUDE MEDICAL CENTER,101 EAST VALENCIA MESA DRIVE,FULLERTON,CA,92835.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,351.0,ORANGE,06059,USA,33.893548348,-117.927462694,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stjudemedicalcenter.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,351.0,LEVEL III,N,101 EAST VALENCIA MESA DR FULLERTON CA,ST JUDE MEDICAL CENTER - 06059
