county_fips,county,state,date,cases,deaths,data_input_date,edited,local_pub_health_url,notes
06097,Sonoma,California,3/19/2020,9,0,,,,
06099,Stanislaus,California,3/19/2020,5,0,,,,
06101/06115,​Sutter/Yuba,California,3/19/2020,0,0,,,,
06103,​Tehama,California,3/19/2020,0,0,,,,
06107,Tulare,California,3/19/2020,7,0,,,,
06111,Ventura,California,3/19/2020,17,0,,,,
06113,Yolo,California,3/19/2020,5,0,,,,
06001,Alameda,California,3/18/2020,31,0,,,,
06003,​Alpine,California,3/18/2020,0,0,,,,
06005,Amador,California,3/18/2020,1,0,,,,
06009,Calaveras,California,3/18/2020,2,0,,,,
06013,Contra Costa,California,3/18/2020,41,0,,,,
06017,El Dorado,California,3/18/2020,0,0,,,,
06019,Fresno,California,3/18/2020,3,0,,,,
06023,Humboldt,California,3/18/2020,1,0,,,,
06025,Imperial,California,3/18/2020,2,0,,,,
06029,Kern,California,3/18/2020,0,0,,,,
06037,Los Angeles,California,3/18/2020,190,1,,,,
06039,Madera,California,3/18/2020,1,0,,,,
06041,Marin,California,3/18/2020,15,0,,,,
06045,Mendocino,California,3/18/2020,1,0,,,,
06051,Mono,California,3/18/2020,0,0,,,,
06053,Monterey,California,3/18/2020,2,0,,,,
06055,Napa,California,3/18/2020,0,0,,,,
06057,Nevada,California,3/18/2020,1,0,,,,
06059,Orange,California,3/18/2020,42,0,,,,
06061,Placer,California,3/18/2020,9,1,,,,
06065,Riverside,California,3/18/2020,16,3,,,,
06067,Sacramento,California,3/18/2020,40,2,,,,
06069,San Benito,California,3/18/2020,5,1,,,,
06071,San Bernardino,California,3/18/2020,5,0,,,,
06073,San Diego,California,3/18/2020,75,0,,,,
06075,San Francisco,California,3/18/2020,51,0,,,,
06077,San Joaquin,California,3/18/2020,14,2,,,,
06079,San Luis Obispo,California,3/18/2020,7,0,,,,
06081,San Mateo,California,3/18/2020,80,1,,,,
06083,Santa Barbara,California,3/18/2020,3,0,,,,
06085,Santa Clara,California,3/18/2020,175,6,,,,
06087,Santa Cruz,California,3/18/2020,13,0,,,,
06089,Shasta,California,3/18/2020,1,0,,,,
06095,Solano,California,3/18/2020,8,0,,,,
06097,Sonoma,California,3/18/2020,8,0,,,,
06099,Stanislaus,California,3/18/2020,5,0,,,,
06101/06115,​Sutter/Yuba,California,3/18/2020,0,0,,,,
06103,​Tehama,California,3/18/2020,0,0,,,,
06107,Tulare,California,3/18/2020,5,0,,,,
06111,Ventura,California,3/18/2020,13,0,,,,
06113,Yolo,California,3/18/2020,5,0,,,,
06001,Alameda,California,3/17/2020,27,0,,,,
06003,​Alpine,California,3/17/2020,0,0,,,,
06005,Amador,California,3/17/2020,1,0,,,,
06009,Calaveras,California,3/17/2020,2,0,,,,
06013,Contra Costa,California,3/17/2020,39,0,,,,
06017,El Dorado,California,3/17/2020,0,0,,,,
06019,Fresno,California,3/17/2020,2,0,,,,
06023,Humboldt,California,3/17/2020,1,0,,,,
06025,Imperial,California,3/17/2020,2,0,,,,
06029,Kern,California,3/17/2020,0,0,,,,
06037,Los Angeles,California,3/17/2020,144,1,,,,
06039,Madera,California,3/17/2020,1,0,,,,
06041,Marin,California,3/17/2020,15,0,,,,
06045,Mendocino,California,3/17/2020,0,0,,,,
06051,Mono,California,3/17/2020,0,0,,,,
06053,Monterey,California,3/17/2020,0,0,,,,
06055,Napa,California,3/17/2020,0,0,,,,
06057,Nevada,California,3/17/2020,1,0,,,,
06059,Orange,California,3/17/2020,29,0,,,,
06061,Placer,California,3/17/2020,8,1,,,,
06065,Riverside,California,3/17/2020,16,3,,,,
06067,Sacramento,California,3/17/2020,40,2,,,,
06069,San Benito,California,3/17/2020,5,1,,,,
06071,San Bernardino,California,3/17/2020,2,0,,,,
06073,San Diego,California,3/17/2020,58,0,,,,
06075,San Francisco,California,3/17/2020,43,0,,,,
06077,San Joaquin,California,3/17/2020,9,0,,,,
06079,San Luis Obispo,California,3/17/2020,6,0,,,,
06081,San Mateo,California,3/17/2020,64,1,,,,
06083,Santa Barbara,California,3/17/2020,1,0,,,,
06085,Santa Clara,California,3/17/2020,155,5,,,,
06087,Santa Cruz,California,3/17/2020,13,0,,,,
06089,Shasta,California,3/17/2020,1,0,,,,
06095,Solano,California,3/17/2020,8,0,,,,
06097,Sonoma,California,3/17/2020,6,0,,,,
06099,Stanislaus,California,3/17/2020,4,0,,,,
06101/06115,​Sutter/Yuba,California,3/17/2020,0,0,,,,
06103,​Tehama,California,3/17/2020,0,0,,,,
06107,Tulare,California,3/17/2020,3,0,,,,
06111,Ventura,California,3/17/2020,10,0,,,,
06113,Yolo,California,3/17/2020,4,0,,,,
06001,Alameda,California,3/16/2020,18,0,,,,
06003,​Alpine,California,3/16/2020,0,0,,,,
06005,Amador,California,3/16/2020,1,0,,,,
06009,Calaveras,California,3/16/2020,2,0,,,,
06013,Contra Costa,California,3/16/2020,34,0,,,,
06017,El Dorado,California,3/16/2020,0,0,,,,
06019,Fresno,California,3/16/2020,2,0,,,,
06023,Humboldt,California,3/16/2020,1,0,,,,
06025,Imperial,California,3/16/2020,0,0,,,,
06029,Kern,California,3/16/2020,0,0,,,,
06037,Los Angeles,California,3/16/2020,94,1,,,,
06039,Madera,California,3/16/2020,1,0,,,,
06041,Marin,California,3/16/2020,9,0,,,,
06045,Mendocino,California,3/16/2020,0,0,,,,
06051,Mono,California,3/16/2020,0,0,,,,
06053,Monterey,California,3/16/2020,0,0,,,,
06055,Napa,California,3/16/2020,0,0,,,,
06057,Nevada,California,3/16/2020,1,0,,,,
06059,Orange,California,3/16/2020,22,0,,,,
06061,Placer,California,3/16/2020,8,1,,,,
06065,Riverside,California,3/16/2020,15,2,,,,
06067,Sacramento,California,3/16/2020,33,2,,,,
06069,San Benito,California,3/16/2020,3,0,,,,
06071,San Bernardino,California,3/16/2020,2,0,,,,
06073,San Diego,California,3/16/2020,53,0,,,,
06075,San Francisco,California,3/16/2020,40,0,,,,
06077,San Joaquin,California,3/16/2020,9,0,,,,
06079,San Luis Obispo,California,3/16/2020,3,0,,,,
06081,San Mateo,California,3/16/2020,41,1,,,,
06083,Santa Barbara,California,3/16/2020,1,0,,,,
06085,Santa Clara,California,3/16/2020,138,4,,,,
06087,Santa Cruz,California,3/16/2020,9,0,,,,
06089,Shasta,California,3/16/2020,1,0,,,,
06095,Solano,California,3/16/2020,8,0,,,,
06097,Sonoma,California,3/16/2020,6,0,,,,
06099,Stanislaus,California,3/16/2020,3,0,,,,
06101/06115,​Sutter/Yuba,California,3/16/2020,0,0,,,,
06103,​Tehama,California,3/16/2020,0,0,,,,
06107,Tulare,California,3/16/2020,3,0,,,,
06111,Ventura,California,3/16/2020,4,0,,,,
06113,Yolo,California,3/16/2020,2,0,,,,
06001,Alameda,California,3/15/2020,15,0,,,,
06003,​Alpine,California,3/15/2020,0,0,,,,
06005,Amador,California,3/15/2020,0,0,,,,
06009,Calaveras,California,3/15/2020,2,0,,,,
06013,Contra Costa,California,3/15/2020,29,0,,,,
06017,El Dorado,California,3/15/2020,0,0,,,,
06019,Fresno,California,3/15/2020,2,0,,,,
06023,Humboldt,California,3/15/2020,1,0,,,,
06025,Imperial,California,3/15/2020,0,0,,,,
06029,Kern,California,3/15/2020,0,0,,,,
06037,Los Angeles,California,3/15/2020,69,1,,,,
06039,Madera,California,3/15/2020,1,0,,,,
06041,Marin,California,3/15/2020,4,0,,,,
06045,Mendocino,California,3/15/2020,0,0,,,,
06051,Mono,California,3/15/2020,0,0,,,,
06053,Monterey,California,3/15/2020,0,0,,,,
06055,Napa,California,3/15/2020,0,0,,,,
06057,Nevada,California,3/15/2020,0,0,,,,
06059,Orange,California,3/15/2020,17,0,,,,
06061,Placer,California,3/15/2020,8,1,,,,
06065,Riverside,California,3/15/2020,14,0,,,,
06067,Sacramento,California,3/15/2020,32,1,,,,
06069,San Benito,California,3/15/2020,3,0,,,,
06071,San Bernardino,California,3/15/2020,1,0,,,,
06073,San Diego,California,3/15/2020,39,0,,,,
06075,San Francisco,California,3/15/2020,37,0,,,,
06077,San Joaquin,California,3/15/2020,8,0,,,,
06079,San Luis Obispo,California,3/15/2020,0,0,,,,
06081,San Mateo,California,3/15/2020,32,1,,,,
06083,Santa Barbara,California,3/15/2020,1,0,,,,
06085,Santa Clara,California,3/15/2020,114,2,,,,
06087,Santa Cruz,California,3/15/2020,7,0,,,,
06089,Shasta,California,3/15/2020,1,0,,,,
06095,Solano,California,3/15/2020,7,0,,,,
06097,Sonoma,California,3/15/2020,5,0,,,,
06099,Stanislaus,California,3/15/2020,2,0,,,,
06101/06115,​Sutter/Yuba,California,3/15/2020,0,0,,,,
06103,​Tehama,California,3/15/2020,0,0,,,,
06107,Tulare,California,3/15/2020,2,0,,,,
06111,Ventura,California,3/15/2020,4,0,,,,
06113,Yolo,California,3/15/2020,2,0,,,,
06001,Alameda,California,3/14/2020,7,0,,,,
06003,​Alpine,California,3/14/2020,0,0,,,,
06005,Amador,California,3/14/2020,0,0,,,,
06009,Calaveras,California,3/14/2020,2,0,,,,
06013,Contra Costa,California,3/14/2020,29,0,,,,
06017,El Dorado,California,3/14/2020,0,0,,,,
06019,Fresno,California,3/14/2020,2,0,,,,
06023,Humboldt,California,3/14/2020,1,0,,,,
06025,Imperial,California,3/14/2020,0,0,,,,
06029,Kern,California,3/14/2020,0,0,,,,
06037,Los Angeles,California,3/14/2020,53,1,,,,
06039,Madera,California,3/14/2020,1,0,,,,
06041,Marin,California,3/14/2020,0,0,,,,
06045,Mendocino,California,3/14/2020,0,0,,,,
06051,Mono,California,3/14/2020,0,0,,,,
06053,Monterey,California,3/14/2020,0,0,,,,
06055,Napa,California,3/14/2020,0,0,,,,
06057,Nevada,California,3/14/2020,0,0,,,,
06059,Orange,California,3/14/2020,14,0,,,,
06061,Placer,California,3/14/2020,8,1,,,,
06065,Riverside,California,3/14/2020,8,0,,,,
06067,Sacramento,California,3/14/2020,29,1,,,,
06069,San Benito,California,3/14/2020,3,0,,,,
06071,San Bernardino,California,3/14/2020,0,0,,,,
06073,San Diego,California,3/14/2020,8,0,,,,
06075,San Francisco,California,3/14/2020,28,0,,,,
06077,San Joaquin,California,3/14/2020,8,0,,,,
06079,San Luis Obispo,California,3/14/2020,0,0,,,,
06081,San Mateo,California,3/14/2020,32,0,,,,
06083,Santa Barbara,California,3/14/2020,0,0,,,,
06085,Santa Clara,California,3/14/2020,91,1,,,,
06087,Santa Cruz,California,3/14/2020,7,0,,,,
06089,Shasta,California,3/14/2020,1,0,,,,
06095,Solano,California,3/14/2020,6,0,,,,
06097,Sonoma,California,3/14/2020,3,0,,,,
06099,Stanislaus,California,3/14/2020,2,0,,,,
06101/06115,​Sutter/Yuba,California,3/14/2020,0,0,,,,
06103,​Tehama,California,3/14/2020,0,0,,,,
06107,Tulare,California,3/14/2020,2,0,,,,
06111,Ventura,California,3/14/2020,4,0,,,,
06113,Yolo,California,3/14/2020,2,0,,,,
06001,Alameda,California,3/13/2020,7,0,,,,
06003,​Alpine,California,3/13/2020,0,0,,,,
06005,Amador,California,3/13/2020,0,0,,,,
06009,Calaveras,California,3/13/2020,2,0,,,,
06013,Contra Costa,California,3/13/2020,25,0,,,,
06017,El Dorado,California,3/13/2020,0,0,,,,
06019,Fresno,California,3/13/2020,1,0,,,,
06023,Humboldt,California,3/13/2020,1,0,,,,
06025,Imperial,California,3/13/2020,0,0,,,,
06029,Kern,California,3/13/2020,0,0,,,,
06037,Los Angeles,California,3/13/2020,40,1,,,,
06039,Madera,California,3/13/2020,1,0,,,,
06041,Marin,California,3/13/2020,0,0,,,,
06045,Mendocino,California,3/13/2020,0,0,,,,
06051,Mono,California,3/13/2020,0,0,,,,
06053,Monterey,California,3/13/2020,0,0,,,,
06055,Napa,California,3/13/2020,0,0,,,,
06057,Nevada,California,3/13/2020,0,0,,,,
06059,Orange,California,3/13/2020,13,0,,,,
06061,Placer,California,3/13/2020,7,1,,,,
06065,Riverside,California,3/13/2020,8,0,,,,
06067,Sacramento,California,3/13/2020,17,1,,,,
06069,San Benito,California,3/13/2020,3,0,,,,
06071,San Bernardino,California,3/13/2020,0,0,,,,
06073,San Diego,California,3/13/2020,8,0,,,,
06075,San Francisco,California,3/13/2020,23,0,,,,
06077,San Joaquin,California,3/13/2020,3,0,,,,
06079,San Luis Obispo,California,3/13/2020,0,0,,,,
06081,San Mateo,California,3/13/2020,20,0,,,,
06083,Santa Barbara,California,3/13/2020,0,0,,,,
06085,Santa Clara,California,3/13/2020,79,1,,,,
06087,Santa Cruz,California,3/13/2020,7,0,,,,
06089,Shasta,California,3/13/2020,1,0,,,,
06095,Solano,California,3/13/2020,6,0,,,,
06097,Sonoma,California,3/13/2020,3,0,,,,
06099,Stanislaus,California,3/13/2020,2,0,,,,
06101/06115,​Sutter/Yuba,California,3/13/2020,0,0,,,,
06103,​Tehama,California,3/13/2020,0,0,,,,
06107,Tulare,California,3/13/2020,2,0,,,,
06111,Ventura,California,3/13/2020,3,0,,,,
06113,Yolo,California,3/13/2020,2,0,,,,
06001,Alameda,California,3/12/2020,4,0,,,,
06003,​Alpine,California,3/12/2020,0,0,,,,
06005,Amador,California,3/12/2020,0,0,,,,
06009,Calaveras,California,3/12/2020,0,0,,,,
06013,Contra Costa,California,3/12/2020,10,0,,,,
06017,El Dorado,California,3/12/2020,0,0,,,,
06019,Fresno,California,3/12/2020,1,0,,,,
06023,Humboldt,California,3/12/2020,1,0,,,,
06025,Imperial,California,3/12/2020,16,0,,,,
06029,Kern,California,3/12/2020,0,0,,,,
06037,Los Angeles,California,3/12/2020,29,1,,,,
06039,Madera,California,3/12/2020,1,0,,,,
06041,Marin,California,3/12/2020,16,0,,,,
06045,Mendocino,California,3/12/2020,0,0,,,,
06051,Mono,California,3/12/2020,0,0,,,,
06053,Monterey,California,3/12/2020,0,0,,,,
06055,Napa,California,3/12/2020,0,0,,,,
06057,Nevada,California,3/12/2020,0,0,,,,
06059,Orange,California,3/12/2020,6,0,,,,
06061,Placer,California,3/12/2020,7,1,,,,
06065,Riverside,California,3/12/2020,8,0,,,,
06067,Sacramento,California,3/12/2020,10,1,,,,
06069,San Benito,California,3/12/2020,2,0,,,,
06071,San Bernardino,California,3/12/2020,0,0,,,,
06073,San Diego,California,3/12/2020,3,0,,,,
06075,San Francisco,California,3/12/2020,18,0,,,,
06077,San Joaquin,California,3/12/2020,0,0,,,,
06079,San Luis Obispo,California,3/12/2020,16,0,,,,
06081,San Mateo,California,3/12/2020,15,0,,,,
06083,Santa Barbara,California,3/12/2020,0,0,,,,
06085,Santa Clara,California,3/12/2020,48,1,,,,
06087,Santa Cruz,California,3/12/2020,2,0,,,,
06089,Shasta,California,3/12/2020,1,0,,,,
06095,Solano,California,3/12/2020,6,0,,,,
06097,Sonoma,California,3/12/2020,3,0,,,,
06099,Stanislaus,California,3/12/2020,2,0,,,,
06101/06115,​Sutter/Yuba,California,3/12/2020,0,0,,,,
06103,​Tehama,California,3/12/2020,0,0,,,,
06107,Tulare,California,3/12/2020,1,0,,,,
06111,Ventura,California,3/12/2020,2,0,,,,
06113,Yolo,California,3/12/2020,1,0,,,,
06001,Alameda,California,3/11/2020,4,0,,,,
06003,​Alpine,California,3/11/2020,0,0,,,,
06005,Amador,California,3/11/2020,0,0,,,,
06009,Calaveras,California,3/11/2020,0,0,,,,
06013,Contra Costa,California,3/11/2020,10,0,,,,
06017,El Dorado,California,3/11/2020,0,0,,,,
06019,Fresno,California,3/11/2020,1,0,,,,
06023,Humboldt,California,3/11/2020,1,0,,,,
06025,Imperial,California,3/11/2020,16,0,,,,
06029,Kern,California,3/11/2020,0,0,,,,
06037,Los Angeles,California,3/11/2020,29,1,,,,
06039,Madera,California,3/11/2020,1,0,,,,
06041,Marin,California,3/11/2020,16,0,,,,
06045,Mendocino,California,3/11/2020,0,0,,,,
06051,Mono,California,3/11/2020,0,0,,,,
06053,Monterey,California,3/11/2020,0,0,,,,
06055,Napa,California,3/11/2020,0,0,,,,
06057,Nevada,California,3/11/2020,0,0,,,,
06059,Orange,California,3/11/2020,6,0,,,,
06061,Placer,California,3/11/2020,7,1,,,,
06065,Riverside,California,3/11/2020,8,0,,,,
06067,Sacramento,California,3/11/2020,10,1,,,,
06069,San Benito,California,3/11/2020,2,0,,,,
06071,San Bernardino,California,3/11/2020,0,0,,,,
06073,San Diego,California,3/11/2020,3,0,,,,
06075,San Francisco,California,3/11/2020,18,0,,,,
06077,San Joaquin,California,3/11/2020,0,0,,,,
06079,San Luis Obispo,California,3/11/2020,16,0,,,,
06081,San Mateo,California,3/11/2020,15,0,,,,
06083,Santa Barbara,California,3/11/2020,0,0,,,,
06085,Santa Clara,California,3/11/2020,48,1,,,,
06087,Santa Cruz,California,3/11/2020,2,0,,,,
06089,Shasta,California,3/11/2020,1,0,,,,
06095,Solano,California,3/11/2020,6,0,,,,
06097,Sonoma,California,3/11/2020,3,0,,,,
06099,Stanislaus,California,3/11/2020,0,0,,,,
06101/06115,​Sutter/Yuba,California,3/11/2020,0,0,,,,
06103,​Tehama,California,3/11/2020,0,0,,,,
06107,Tulare,California,3/11/2020,0,0,,,,
06111,Ventura,California,3/11/2020,2,0,,,,
06113,Yolo,California,3/11/2020,1,0,,,,
06001,Alameda,California,3/10/2020,3,0,,,,
06003,​Alpine,California,3/10/2020,0,0,,,,
06005,Amador,California,3/10/2020,0,0,,,,
06009,Calaveras,California,3/10/2020,0,0,,,,
06013,Contra Costa,California,3/10/2020,10,0,,,,
06017,El Dorado,California,3/10/2020,0,0,,,,
06019,Fresno,California,3/10/2020,1,0,,,,
06023,Humboldt,California,3/10/2020,1,0,,,,
06025,Imperial,California,3/10/2020,0,0,,,,
06029,Kern,California,3/10/2020,0,0,,,,
06037,Los Angeles,California,3/10/2020,20,0,,,,
06039,Madera,California,3/10/2020,1,0,,,,
06041,Marin,California,3/10/2020,0,0,,,,
06045,Mendocino,California,3/10/2020,0,0,,,,
06051,Mono,California,3/10/2020,0,0,,,,
06053,Monterey,California,3/10/2020,0,0,,,,
06055,Napa,California,3/10/2020,0,0,,,,
06057,Nevada,California,3/10/2020,0,0,,,,
06059,Orange,California,3/10/2020,5,0,,,,
06061,Placer,California,3/10/2020,7,1,,,,
06065,Riverside,California,3/10/2020,8,0,,,,
06067,Sacramento,California,3/10/2020,10,1,,,,
06069,San Benito,California,3/10/2020,2,0,,,,
06071,San Bernardino,California,3/10/2020,0,0,,,,
06073,San Diego,California,3/10/2020,3,0,,,,
06075,San Francisco,California,3/10/2020,15,0,,,,
06077,San Joaquin,California,3/10/2020,0,0,,,,
06079,San Luis Obispo,California,3/10/2020,0,0,,,,
06081,San Mateo,California,3/10/2020,15,0,,,,
06083,Santa Barbara,California,3/10/2020,0,0,,,,
06085,Santa Clara,California,3/10/2020,43,1,,,,
06087,Santa Cruz,California,3/10/2020,2,0,,,,
06089,Shasta,California,3/10/2020,1,0,,,,
06095,Solano,California,3/10/2020,6,0,,,,
06097,Sonoma,California,3/10/2020,3,0,,,,
06099,Stanislaus,California,3/10/2020,0,0,,,,
06101/06115,​Sutter/Yuba,California,3/10/2020,0,0,,,,
06103,​Tehama,California,3/10/2020,0,0,,,,
06107,Tulare,California,3/10/2020,0,0,,,,
06111,Ventura,California,3/10/2020,1,0,,,,
06113,Yolo,California,3/10/2020,1,0,,,,
06001,Alameda,California,3/9/2020,3,0,,,,
06003,​Alpine,California,3/9/2020,0,0,,,,
06005,Amador,California,3/9/2020,0,0,,,,
06009,Calaveras,California,3/9/2020,0,0,,,,
06013,Contra Costa,California,3/9/2020,9,0,,,,
06017,El Dorado,California,3/9/2020,0,0,,,,
06019,Fresno,California,3/9/2020,1,0,,,,
06023,Humboldt,California,3/9/2020,1,0,,,,
06025,Imperial,California,3/9/2020,0,0,,,,
06029,Kern,California,3/9/2020,0,0,,,,
06037,Los Angeles,California,3/9/2020,20,0,,,,
06039,Madera,California,3/9/2020,1,0,,,,
06041,Marin,California,3/9/2020,0,0,,,,
06045,Mendocino,California,3/9/2020,0,0,,,,
06051,Mono,California,3/9/2020,0,0,,,,
06053,Monterey,California,3/9/2020,0,0,,,,
06055,Napa,California,3/9/2020,0,0,,,,
06057,Nevada,California,3/9/2020,0,0,,,,
06059,Orange,California,3/9/2020,5,0,,,,
06061,Placer,California,3/9/2020,7,1,,,,
06065,Riverside,California,3/9/2020,6,0,,,,
06067,Sacramento,California,3/9/2020,10,0,,,,
06069,San Benito,California,3/9/2020,2,0,,,,
06071,San Bernardino,California,3/9/2020,0,0,,,,
06073,San Diego,California,3/9/2020,3,0,,,,
06075,San Francisco,California,3/9/2020,15,0,,,,
06077,San Joaquin,California,3/9/2020,0,0,,,,
06079,San Luis Obispo,California,3/9/2020,0,0,,,,
06081,San Mateo,California,3/9/2020,9,0,,,,
06083,Santa Barbara,California,3/9/2020,0,0,,,,
06085,Santa Clara,California,3/9/2020,43,1,,,,
06087,Santa Cruz,California,3/9/2020,2,0,,,,
06089,Shasta,California,3/9/2020,1,0,,,,
06095,Solano,California,3/9/2020,3,0,,,,
06097,Sonoma,California,3/9/2020,3,0,,,,
06099,Stanislaus,California,3/9/2020,0,0,,,,
06101/06115,​Sutter/Yuba,California,3/9/2020,0,0,,,,
06103,​Tehama,California,3/9/2020,0,0,,,,
06107,Tulare,California,3/9/2020,0,0,,,,
06111,Ventura,California,3/9/2020,1,0,,,,
06113,Yolo,California,3/9/2020,1,0,,,,
06001,Alameda,California,3/8/2020,2,0,,,,
06003,​Alpine,California,3/8/2020,0,0,,,,
06005,Amador,California,3/8/2020,0,0,,,,
06009,Calaveras,California,3/8/2020,0,0,,,,
06013,Contra Costa,California,3/8/2020,9,0,,,,
06017,El Dorado,California,3/8/2020,0,0,,,,
06019,Fresno,California,3/8/2020,1,0,,,,
06023,Humboldt,California,3/8/2020,1,0,,,,
06025,Imperial,California,3/8/2020,0,0,,,,
06029,Kern,California,3/8/2020,0,0,,,,
06037,Los Angeles,California,3/8/2020,14,0,,,,
06039,Madera,California,3/8/2020,1,0,,,,
06041,Marin,California,3/8/2020,0,0,,,,
06045,Mendocino,California,3/8/2020,0,0,,,,
06051,Mono,California,3/8/2020,0,0,,,,
06053,Monterey,California,3/8/2020,0,0,,,,
06055,Napa,California,3/8/2020,0,0,,,,
06057,Nevada,California,3/8/2020,0,0,,,,
06059,Orange,California,3/8/2020,3,0,,,,
06061,Placer,California,3/8/2020,5,1,,,,
06065,Riverside,California,3/8/2020,1,0,,,,
06067,Sacramento,California,3/8/2020,2,0,,,,
06069,San Benito,California,3/8/2020,2,0,,,,
06071,San Bernardino,California,3/8/2020,0,0,,,,
06073,San Diego,California,3/8/2020,3,0,,,,
06075,San Francisco,California,3/8/2020,9,0,,,,
06077,San Joaquin,California,3/8/2020,0,0,,,,
06079,San Luis Obispo,California,3/8/2020,0,0,,,,
06081,San Mateo,California,3/8/2020,2,0,,,,
06083,Santa Barbara,California,3/8/2020,0,0,,,,
06085,Santa Clara,California,3/8/2020,38,0,,,,
06087,Santa Cruz,California,3/8/2020,0,0,,,,
06089,Shasta,California,3/8/2020,0,0,,,,
06095,Solano,California,3/8/2020,0,0,,,,
06097,Sonoma,California,3/8/2020,1,0,,,,
06099,Stanislaus,California,3/8/2020,0,0,,,,
06101/06115,​Sutter/Yuba,California,3/8/2020,0,0,,,,
06103,​Tehama,California,3/8/2020,0,0,,,,
06107,Tulare,California,3/8/2020,0,0,,,,
06111,Ventura,California,3/8/2020,0,0,,,,
06113,Yolo,California,3/8/2020,1,0,,,,
06001,Alameda,California,3/7/2020,2,0,,,,
06003,​Alpine,California,3/7/2020,0,0,,,,
06005,Amador,California,3/7/2020,0,0,,,,
06009,Calaveras,California,3/7/2020,0,0,,,,
06013,Contra Costa,California,3/7/2020,3,0,,,,
06017,El Dorado,California,3/7/2020,0,0,,,,
06019,Fresno,California,3/7/2020,0,0,,,,
06023,Humboldt,California,3/7/2020,1,0,,,,
06025,Imperial,California,3/7/2020,0,0,,,,
06029,Kern,California,3/7/2020,0,0,,,,
06037,Los Angeles,California,3/7/2020,14,0,,,,
06039,Madera,California,3/7/2020,1,0,,,,
06041,Marin,California,3/7/2020,0,0,,,,
06045,Mendocino,California,3/7/2020,0,0,,,,
06051,Mono,California,3/7/2020,0,0,,,,
06053,Monterey,California,3/7/2020,0,0,,,,
06055,Napa,California,3/7/2020,0,0,,,,
06057,Nevada,California,3/7/2020,0,0,,,,
06059,Orange,California,3/7/2020,3,0,,,,
06061,Placer,California,3/7/2020,5,1,,,,
06065,Riverside,California,3/7/2020,0,0,,,,
06067,Sacramento,California,3/7/2020,2,0,,,,
06069,San Benito,California,3/7/2020,2,0,,,,
06071,San Bernardino,California,3/7/2020,0,0,,,,
06073,San Diego,California,3/7/2020,3,0,,,,
06075,San Francisco,California,3/7/2020,9,0,,,,
06077,San Joaquin,California,3/7/2020,0,0,,,,
06079,San Luis Obispo,California,3/7/2020,0,0,,,,
06081,San Mateo,California,3/7/2020,2,0,,,,
06083,Santa Barbara,California,3/7/2020,0,0,,,,
06085,Santa Clara,California,3/7/2020,32,0,,,,
06087,Santa Cruz,California,3/7/2020,0,0,,,,
06089,Shasta,California,3/7/2020,0,0,,,,
06095,Solano,California,3/7/2020,0,0,,,,
06097,Sonoma,California,3/7/2020,1,0,,,,
06099,Stanislaus,California,3/7/2020,0,0,,,,
06101/06115,​Sutter/Yuba,California,3/7/2020,0,0,,,,
06103,​Tehama,California,3/7/2020,0,0,,,,
06107,Tulare,California,3/7/2020,0,0,,,,
06111,Ventura,California,3/7/2020,0,0,,,,
06113,Yolo,California,3/7/2020,1,0,,,,
06001,Alameda,California,3/6/2020,1,0,,,,
06003,​Alpine,California,3/6/2020,0,0,,,,
06005,Amador,California,3/6/2020,0,0,,,,
06009,Calaveras,California,3/6/2020,0,0,,,,
06013,Contra Costa,California,3/6/2020,3,0,,,,
06017,El Dorado,California,3/6/2020,0,0,,,,
06019,Fresno,California,3/6/2020,0,0,,,,
06023,Humboldt,California,3/6/2020,1,0,,,,
06025,Imperial,California,3/6/2020,0,0,,,,
06029,Kern,California,3/6/2020,0,0,,,,
06037,Los Angeles,California,3/6/2020,13,0,,,,
06039,Madera,California,3/6/2020,0,0,,,,
06041,Marin,California,3/6/2020,0,0,,,,
06045,Mendocino,California,3/6/2020,0,0,,,,
06051,Mono,California,3/6/2020,0,0,,,,
06053,Monterey,California,3/6/2020,0,0,,,,
06055,Napa,California,3/6/2020,0,0,,,,
06057,Nevada,California,3/6/2020,0,0,,,,
06059,Orange,California,3/6/2020,3,0,,,,
06061,Placer,California,3/6/2020,5,1,,,,
06065,Riverside,California,3/6/2020,0,0,,,,
06067,Sacramento,California,3/6/2020,2,0,,,,
06069,San Benito,California,3/6/2020,2,0,,,,
06071,San Bernardino,California,3/6/2020,0,0,,,,
06073,San Diego,California,3/6/2020,3,0,,,,
06075,San Francisco,California,3/6/2020,2,0,,,,
06077,San Joaquin,California,3/6/2020,0,0,,,,
06079,San Luis Obispo,California,3/6/2020,0,0,,,,
06081,San Mateo,California,3/6/2020,2,0,,,,
06083,Santa Barbara,California,3/6/2020,0,0,,,,
06085,Santa Clara,California,3/6/2020,20,0,,,,
06087,Santa Cruz,California,3/6/2020,0,0,,,,
06089,Shasta,California,3/6/2020,0,0,,,,
06095,Solano,California,3/6/2020,0,0,,,,
06097,Sonoma,California,3/6/2020,1,0,,,,
06099,Stanislaus,California,3/6/2020,0,0,,,,
06101/06115,​Sutter/Yuba,California,3/6/2020,0,0,,,,
06103,​Tehama,California,3/6/2020,0,0,,,,
06107,Tulare,California,3/6/2020,0,0,,,,
06111,Ventura,California,3/6/2020,0,0,,,,
06113,Yolo,California,3/6/2020,1,0,,,,
06001,Alameda,California,3/5/2020,1,0,,,,
